    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        0,   188985,   2.0000,   202076,      207,     0000,        0,        0,        0,        0,   188811,   187829,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.00241, 179931.66,        0,        0,        0,        0,       -2,      763,     2905,      404,      388,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        0,   189157,   2.0000,   202240,      206,     0000,        0,        0,        0,        2,   188905,   188049,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.9476, 179938.59,        0,        0,        0,        0,       -2,      808,     2864,      383,      418,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        0,   188821,   2.0000,   201888,      208,     0000,        0,        0,        0,        3,   188254,   187889,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.03519, 179945.54,        0,        0,        0,        0,       -2,      787,     2933,      404,      428,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        3,   188997,   2.0000,   202134,      206,     0000, 1.5873268e-05,        0,        0,        5,   188384,   187746,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.98611, 179952.49,        0,        0,        0,        0,       -2,     1278,     4663,      687,      640,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        0,   189231,   2.0000,   202348,      208,     0000,        0,        0,        0,        0,   188556,   187836,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.8681, 179959.45,        0,        0,        0,        0,       -2,      767,     2760,      408,      366,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   191148,   2.0000,   204403,      208,     0000,        0,        0,        0,        1,   190465,   189569,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.84781, 179966.36,        0,        0,        0,        0,       -2,      630,     2376,      365,      328,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
