    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        0,   185122,   2.0000,   197887,      208,     0000,        0,        0,        0,        3,   184875,   183673,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 255.3381, 174553.84,        0,        0,        0,        0,       -2,     1008,     3734,      524,      520,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        0,   185699,   2.0000,   198528,      207,     0000,        0,        0,        0,        2,   185427,   184688,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 256.9061, 174563.63,        0,        0,        0,        0,       -2,     1665,     4959,      965,      627,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        1,   187312,   2.0000,   200210,      207,     0000, 5.3386863e-06,        0,        0,        4,   186946,   186254,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 258.09811, 174570.57,        0,        0,        0,        0,       -2,     1348,     4048,      460,      602,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        0,   187216,   2.0000,   200147,      206,     0000,        0,        0,        0,        3,   186736,   186047,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 259.24951, 174577.55,        0,        0,        0,        0,       -2,      623,     2384,      347,      354,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        1,   187499,   2.0000,   200393,      207,     0000, 5.3333618e-06,        0,        0,        1,   187086,   185977,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 260.34879, 174584.5,        0,        0,        0,        0,       -2,      652,     2467,      384,      345,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   187064,   2.0000,   200013,      208,     0000,        0,        0,        0,        2,   186554,   185638,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 261.50449, 174591.46,        0,        0,        0,        0,       -2,      582,     2127,      323,      304,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
