    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        0,   189211,   2.0000,   202371,      208,     0000,        0,        0,        0,        4,   189815,   188875,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.09219, 182644.57,        0,        0,        0,        0,       -2,      792,     2994,      401,      431,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        0,   189314,   2.0000,   202459,      209,     0000,        0,        0,        0,        0,   189815,   189049,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.0715, 182651.53,        0,        0,        0,        0,       -2,      861,     3002,      434,      489,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        0,   189263,   2.0000,   202367,      209,     0000,        0,        0,        0,        3,   189960,   188832,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.02289, 182658.48,        0,        0,        0,        0,       -2,      795,     2850,      406,      383,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        0,   191227,   2.0000,   204483,      209,     0000,        0,        0,        0,        0,   191904,   191016,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.03979, 182665.43,        0,        0,        0,        0,       -2,     1315,     4828,      655,      671,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        0,   191415,   2.0000,   204686,      210,     0000,        0,        0,        0,        0,   192183,   190970,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.98721, 182672.39,        0,        0,        0,        0,       -2,      764,     2778,      393,      414,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   191369,   2.0000,   204574,      213,     0000,        0,        0,        0,        0,   191898,   191021,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.98431, 182679.31,        0,        0,        0,        0,       -2,      599,     2266,      328,      290,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
