    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        1,   189397,   2.0000,   202547,      206,     0000, 5.2799147e-06,        0,        0,        2,   189039,   188053,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.0408, 180156.81,        0,        0,        0,        0,       -2,      778,     2811,      404,      391,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        1,   189634,   2.0000,   202779,      208,     0000, 5.273316e-06,        0,        0,        2,   189369,   188530,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.07458, 180163.77,        0,        0,        0,        0,       -2,      795,     2913,      439,      419,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        0,   189575,   2.0000,   202721,      208,     0000,        0,        0,        0,        0,   189382,   188389,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.98831, 180170.72,        0,        0,        0,        0,       -2,      793,     2962,      456,      426,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        0,   189341,   2.0000,   202495,      208,     0000,        0,        0,        0,        0,   188984,   188298,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.97961, 180177.68,        0,        0,        0,        0,       -2,     1256,     4732,      661,      651,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        0,   189427,   2.0000,   202550,      206,     0000,        0,        0,        0,        1,   189090,   188223,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.91541, 180184.62,        0,        0,        0,        0,       -2,      726,     2627,      377,      361,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   189409,   2.0000,   202547,      207,     0000,        0,        0,        0,        1,   189018,   188063,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.92581, 180191.6,        0,        0,        0,        0,       -2,      600,     2265,      310,      327,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
