    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        0,   186176,   2.0000,   199056,      207,     0000,        0,        0,        0,        1,   185584,   184696,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.1019, 176028.88,        0,        0,        0,        0,       -2,      898,     3341,      446,      452,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        0,   186310,   2.0000,   199205,      207,     0000,        0,        0,        0,        1,   185716,   184817,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 450.10281, 176035.82,        0,        0,        0,        0,       -2,      796,     3147,      421,      454,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        0,   186029,   2.0000,   198926,      209,     0000,        0,        0,        0,        1,   185501,   184414,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.88849, 176042.75,        0,        0,        0,        0,       -2,      677,     2463,      369,      359,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        0,   186124,   2.0000,   199014,      208,     0000,        0,        0,        0,        0,   185436,   184719,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.83578, 176049.71,        0,        0,        0,        0,       -2,     1065,     3657,      495,      551,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        0,   185882,   2.0000,   198782,      206,     0000,        0,        0,        0,        3,   185375,   184549,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.88931, 176056.66,        0,        0,        0,        0,       -2,      704,     2593,      383,      386,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   187361,   2.0000,   200313,      207,     0000,        0,        0,        0,        2,   186604,   186216,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 449.94629, 176063.61,        0,        0,        0,        0,       -2,      595,     2271,      325,      313,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
