    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        1,   185365,   2.0000,   198049,      203,     0000, 5.3947617e-06,        0,        0,        3,   185005,   184232,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 24.890779, 173138.65,        0,        0,        0,        0,       -2,     1082,     3906,      537,      617,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        0,   185315,   2.0000,   198027,      204,     0000,        0,        0,        0,        3,   185199,   184177,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 24.90082, 173145.57,        0,        0,        0,        0,       -2,      987,     5340,      438,      673,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        0,   185511,   2.0000,   198203,      201,     0000,        0,        0,        0,        2,   185471,   184477,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 24.96442, 173152.51,        0,        0,        0,        0,       -2,      655,     3725,      320,      540,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        0,   185253,   2.0000,   197928,      202,     0000,        0,        0,        0,        2,   185254,   184368,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 25.174379, 173159.47,        0,        0,        0,        0,       -2,      665,     2234,      307,      297,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        0,   185334,   2.0000,   198003,      202,     0000,        0,        0,        0,        2,   185317,   184600,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 25.588591, 173166.38,        0,        0,        0,        0,       -2,      641,     2182,      323,      317,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   185157,   2.0000,   197827,      202,     0000,        0,        0,        0,        1,   185047,   184520,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 26.20813, 173173.3,        0,        0,        0,        0,       -2,      510,     1946,      270,      267,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
