    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,  keith_I,  keith_V,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4,   CTEMPB
    0,        10,        0,   186307,   2.0000,   199200,      206,     0000,        0,        0,        0,        0,   186198,   185331,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 444.2522, 175689.72,        0,        0,        0,        0,       -2,      984,     3632,      529,      495,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    1,        16,        0,   186320,   2.0000,   199211,      207,     0000,        0,        0,        0,        0,   186095,   185188,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 445.34369, 175696.67,        0,        0,        0,        0,       -2,      880,     3632,      424,      517,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    2,        22,        0,   186159,   2.0000,   199020,      207,     0000,        0,        0,        0,        2,   185674,   184758,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 446.51599, 175703.61,        0,        0,        0,        0,       -2,      662,     2478,      335,      377,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    3,        28,        0,   186426,   2.0000,   199307,      207,     0000,        0,        0,        0,        2,   185608,   184733,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 447.6102, 175710.6,        0,        0,        0,        0,       -2,      793,     3001,      400,      426,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    4,        34,        0,   186014,   2.0000,   198900,      209,     0000,        0,        0,        0,        1,   185070,   184038,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 448.67099, 175717.57,        0,        0,        0,        0,       -2,      769,     2713,      399,      419,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
    5,        40,        0,   185883,   2.0000,   198748,      209,     0000,        0,        0,        0,        0,   184727,   183929,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,  449.367, 175724.49,        0,        0,        0,        0,       -2,      620,     2233,      333,      301,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0,        0
